composicion,caracter,estrofa,verso,acentos,duracion,xf0,st_M_m,st_tonema,pendiente_verso,pendiente_tonema
002,b,5,2,2,1.4539743819036204,248.86399438813535,7.769727897179913,-5.989797079028904,-1.7941028737333045,-19.62798988282149
002,b,5,3,2,1.4688456386138853,318.6574894377843,5.821208570169995,-3.552216125231637,-0.9107228455183254,-12.091235310782798
002,b,5,4,3,1.4417910247364887,276.9917345330286,7.262890856221874,4.0913799806003635,3.4644412090794416,3.514092237225213
002,b,5,5,2,1.52315488393225,295.3495877906255,7.628017710946439,-4.090457518335328,-0.7303516220738445,-25.27611420813902
002,b,5,6,2,1.2853358760493307,272.5464042698442,7.899987979327232,-7.878495451228018,-3.4670412965182114,-53.395030794063864
002,b,5,7,3,1.2585767384281752,299.7932051443884,6.744272022312876,-2.1812370985282215,0.11407960674915013,-20.656628359601733
002,b,5,8,2,1.4052756888487892,302.75621019226185,9.657793308022656,2.206620910344678,1.841620610152734,1.8836877670896575
002,b,5,9,2,1.5104772035848981,290.90191181082156,10.469470308964722,-4.07581553655278,-2.905648015992524,-23.086834089785604
002,b,5,10,2,1.3646899103671046,252.41453341664675,7.091162550268417,-4.00818075422485,-1.4984882985514365,-22.17573354783748
003,z,1,1,2,1.3245248129707006,328.639380712369,6.760805843861286,-4.363174438637789,-0.8901288298733105,-22.11957199119279
003,z,1,2,3,1.3014430777436479,297.95297069832964,8.044727352729016,-6.973891361117597,-2.3867284528695145,-23.05775873802606
003,z,1,3,3,1.3613534359558406,323.962328388974,9.422127873589519,-6.040081588060636,-3.1400891304955967,-25.0831773516468
003,z,1,4,3,1.2139048284395684,298.9565090696159,8.063013262617403,-7.909338424833417,-4.250173722087923,-28.802321081596546
003,z,1,5,3,1.1955814237763578,328.8019785742228,9.625734355284298,-4.374982892176797,-3.91490368692092,-17.795554980069216
